1;7000;{"title": "семь тысяч", "url": "https://storage.yandexcloud.net/telenetrus/thousand_7000_Voice_1_ru-RU.wav"}
2;5;{"title": "5", "url": "https://storage.yandexcloud.net/telenetrus/kop_5_Voice_1_ru-RU.wav"}
